Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,13788,59043,775,765,27,27
,,,,,,,,
2,HSP7C_HUMAN,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,7846,71082,347,343,32,32
,,,,,,,,
3,HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5,6833,70294,289,282,27,26
,,,,,,,,
4,ANM5_HUMAN,Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4,5787,73322,372,368,25,25
,,,,,,,,
5,HS71L_HUMAN,Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2,3445,70730,130,129,10,10
,,,,,,,,
6,GRP78_HUMAN,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,2903,72402,111,108,33,33
,,,,,,,,
7,GRP75_HUMAN,"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2",1685,73920,79,66,18,17
,,,,,,,,
8,LMNB1_HUMAN,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2,1473,66653,62,62,35,35
,,,,,,,,
9,PABP1_HUMAN,Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2,937,70854,35,35,18,18
,,,,,,,,
10,PDIA4_HUMAN,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,871,73229,32,32,23,23
,,,,,,,,
11,PABP4_HUMAN,Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1,782,71080,28,27,12,12
,,,,,,,,
12,HS90A_HUMAN,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,692,85006,23,22,11,11
,,,,,,,,
13,FUBP1_HUMAN,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3,673,67690,25,24,15,15
,,,,,,,,
14,PLST_HUMAN,Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4,651,71279,27,27,15,15
,,,,,,,,
15,HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,640,83554,22,20,13,12
,,,,,,,,
16,DDX17_HUMAN,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=1,636,72953,23,23,16,16
,,,,,,,,
17,SYG_HUMAN,Glycyl-tRNA synthetase OS=Homo sapiens GN=GARS PE=1 SV=2,620,83828,27,25,15,15
,,,,,,,,
18,LMNB2_HUMAN,Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=3,616,67762,31,29,22,21
,,,,,,,,
19,AIFM1_HUMAN,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1",608,67144,26,26,14,14
,,,,,,,,
20,ANXA6_HUMAN,Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,598,76168,26,26,15,15
,,,,,,,,
21,KU70_HUMAN,ATP-dependent DNA helicase 2 subunit 1 OS=Homo sapiens GN=XRCC6 PE=1 SV=2,591,70084,21,20,15,14
,,,,,,,,
22,LMNA_HUMAN,Lamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1,589,74380,19,19,14,14
,,,,,,,,
23,MOES_HUMAN,Moesin OS=Homo sapiens GN=MSN PE=1 SV=3,578,67892,32,31,22,21
,,,,,,,,
