Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,10039,59043,559,528,29,29
,,,,,,,,
2,HSP7C_HUMAN,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,5135,71082,249,244,30,30
,,,,,,,,
3,HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5,3704,70294,172,170,25,25
,,,,,,,,
4,ANM5_HUMAN,Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4,3272,73322,203,198,26,26
,,,,,,,,
5,HSP72_HUMAN,Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1,2894,70263,143,141,11,11
,,,,,,,,
,,,,,,,,
,,,,,,,,
7,HS71L_HUMAN,Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2,2647,70730,122,122,10,10
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10,GRP78_HUMAN,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,1542,72402,58,58,25,25
,,,,,,,,
11,GRP75_HUMAN,"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2",1478,73920,52,50,19,19
,,,,,,,,
,,,,,,,,
,,,,,,,,
13,LMNB1_HUMAN,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2,1407,66653,57,55,27,27
,,,,,,,,
,,,,,,,,
,,,,,,,,
15,TSC2_HUMAN,Tuberin OS=Homo sapiens GN=TSC2 PE=1 SV=2,855,202591,54,49,7,7
,,,,,,,,
,,,,,,,,
,,,,,,,,
17,PABP1_HUMAN,Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2,706,70854,25,23,17,16
,,,,,,,,
,,,,,,,,
,,,,,,,,
19,HORN_HUMAN,Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2,619,283140,19,19,10,10
,,,,,,,,
20,RPN1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1,604,68641,24,24,14,14
,,,,,,,,
21,PABP4_HUMAN,Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1,576,71080,21,20,11,11
,,,,,,,,
