Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,2649,59043,156,142,29,29
,,,,,,,,
2,CLH1_HUMAN,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5,1557,193260,65,64,42,42
,,,,,,,,
3,FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,1491,283301,54,53,44,44
,,,,,,,,
4,FAS_HUMAN,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,1266,275877,50,50,40,40
,,,,,,,,
5,ACLY_HUMAN,ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3,1241,121674,59,54,31,29
,,,,,,,,
6,SMC3_HUMAN,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2,1214,141853,39,38,29,29
,,,,,,,,
7,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,1153,114135,40,39,26,25
,,,,,,,,
8,SYEP_HUMAN,Bifunctional aminoacyl-tRNA synthetase OS=Homo sapiens GN=EPRS PE=1 SV=5,1110,172080,42,41,31,30
,,,,,,,,
9,LPPRC_HUMAN,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3",1102,159003,47,43,34,33
,,,,,,,,
10,KINH_HUMAN,Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1,1065,110358,39,39,30,30
,,,,,,,,
11,MCM2_HUMAN,DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4,1028,102516,47,45,21,20
,,,,,,,,
12,SYVC_HUMAN,Valyl-tRNA synthetase OS=Homo sapiens GN=VARS PE=1 SV=4,1005,141642,31,31,23,23
,,,,,,,,
13,SF3B3_HUMAN,Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4,954,136575,32,32,21,21
,,,,,,,,
14,COPA_HUMAN,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2,951,139797,42,41,30,29
,,,,,,,,
15,ACTN4_HUMAN,Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2,949,105245,33,33,23,23
,,,,,,,,
16,ENPL_HUMAN,Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,936,92696,46,45,27,27
,,,,,,,,
17,TIF1B_HUMAN,Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5,887,90261,36,36,17,17
,,,,,,,,
18,MCM6_HUMAN,DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1,880,93801,32,31,22,21
,,,,,,,,
19,SF3B1_HUMAN,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,870,146479,38,38,29,29
,,,,,,,,
20,GANAB_HUMAN,Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3,846,107263,42,41,26,25
,,,,,,,,
,,,,,,,,
,,,,,,,,
22,IPO5_HUMAN,Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4,792,125032,23,21,14,13
,,,,,,,,
23,DCTN1_HUMAN,Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3,787,142348,26,26,23,23
,,,,,,,,
24,HS105_HUMAN,Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1,779,97716,27,24,19,17
,,,,,,,,
25,XPO2_HUMAN,Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3,773,111145,35,34,23,22
,,,,,,,,
26,SMC1A_HUMAN,Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2,757,143771,42,41,33,32
,,,,,,,,
27,EIF3C_HUMAN,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1,711,105962,31,31,24,24
,,,,,,,,
28,ROCK1_HUMAN,Rho-associated protein kinase 1 OS=Homo sapiens GN=ROCK1 PE=1 SV=1,678,159102,39,37,33,31
,,,,,,,,
29,C1TC_HUMAN,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=1 SV=3",669,102180,26,26,23,23
,,,,,,,,
30,TPR_HUMAN,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3,668,267530,34,34,31,31
,,,,,,,,
31,GTF2I_HUMAN,General transcription factor II-I OS=Homo sapiens GN=GTF2I PE=1 SV=2,643,112859,35,31,27,24
,,,,,,,,
32,MCM4_HUMAN,DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5,643,97068,26,25,17,16
,,,,,,,,
33,SF3A1_HUMAN,Splicing factor 3A subunit 1 OS=Homo sapiens GN=SF3A1 PE=1 SV=1,640,88888,26,26,17,17
,,,,,,,,
34,SPTA2_HUMAN,"Spectrin alpha chain, brain OS=Homo sapiens GN=SPTAN1 PE=1 SV=3",621,285163,24,24,18,18
,,,,,,,,
35,RPB2_HUMAN,DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1,583,135236,22,21,18,17
,,,,,,,,
36,RBGPR_HUMAN,Rab3 GTPase-activating protein non-catalytic subunit OS=Homo sapiens GN=RAB3GAP2 PE=1 SV=1,583,157482,21,20,15,14
,,,,,,,,
37,SMC2_HUMAN,Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2,546,136085,28,28,26,26
,,,,,,,,
,,,,,,,,
,,,,,,,,
39,PSMD1_HUMAN,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2,530,106795,27,26,16,16
,,,,,,,,
40,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1,524,166867,39,39,32,32
,,,,,,,,
41,DDB1_HUMAN,DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1,524,128142,28,28,23,23
,,,,,,,,
42,PUR2_HUMAN,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1,519,108953,24,23,19,18
,,,,,,,,
43,KIF11_HUMAN,Kinesin-like protein KIF11 OS=Homo sapiens GN=KIF11 PE=1 SV=2,518,120111,21,21,19,19
,,,,,,,,
44,DHX9_HUMAN,ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4,503,142181,25,22,20,18
,,,,,,,,
45,COPB_HUMAN,Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3,496,108214,20,20,14,14
,,,,,,,,
46,SMRC1_HUMAN,SWI/SNF complex subunit SMARCC1 OS=Homo sapiens GN=SMARCC1 PE=1 SV=3,493,123303,20,20,14,14
,,,,,,,,
47,EF2_HUMAN,Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4,490,96246,22,21,17,16
,,,,,,,,
48,HSP74_HUMAN,Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4,485,95127,17,16,12,11
,,,,,,,,
49,NU155_HUMAN,Nuclear pore complex protein Nup155 OS=Homo sapiens GN=NUP155 PE=1 SV=1,476,156697,18,18,15,15
,,,,,,,,
50,U5S1_HUMAN,116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 PE=1 SV=1,451,110336,20,18,16,15
,,,,,,,,
51,ROCK2_HUMAN,Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4,451,161939,18,18,16,16
,,,,,,,,
52,USO1_HUMAN,General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=1 SV=2,448,108740,18,15,15,13
,,,,,,,,
53,BRE1B_HUMAN,E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens GN=RNF40 PE=1 SV=3,443,114350,20,20,19,19
,,,,,,,,
54,K1967_HUMAN,Protein KIAA1967 OS=Homo sapiens GN=KIAA1967 PE=1 SV=2,442,103465,16,16,14,14
,,,,,,,,
55,ACTN1_HUMAN,Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2,439,103563,22,22,15,15
,,,,,,,,
56,RBP2_HUMAN,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,437,362365,17,17,15,15
,,,,,,,,
57,DIAP1_HUMAN,Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1 PE=1 SV=2,436,141942,22,22,16,16
,,,,,,,,
58,HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,434,83554,15,14,13,12
,,,,,,,,
59,IF4G1_HUMAN,Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=3,426,176168,22,21,19,18
,,,,,,,,
60,UBA1_HUMAN,Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens GN=UBA1 PE=1 SV=3,425,118858,13,13,11,11
,,,,,,,,
61,SYLC_HUMAN,"Leucyl-tRNA synthetase, cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2",422,135577,22,22,19,19
,,,,,,,,
62,SYIC_HUMAN,"Isoleucyl-tRNA synthetase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2",421,145718,29,25,20,18
,,,,,,,,
63,NUCL_HUMAN,Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3,420,76625,21,21,15,15
,,,,,,,,
64,CYFP1_HUMAN,Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 PE=1 SV=1,407,146742,17,17,15,15
,,,,,,,,
65,E41L2_HUMAN,Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1,401,113032,15,15,13,13
,,,,,,,,
66,UBP7_HUMAN,Ubiquitin carboxyl-terminal hydrolase 7 OS=Homo sapiens GN=USP7 PE=1 SV=2,399,129304,20,19,18,17
,,,,,,,,
67,AT2A2_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1,397,116336,16,16,14,14
,,,,,,,,
68,CAND1_HUMAN,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2,395,137999,17,16,15,14
,,,,,,,,
69,EIF3B_HUMAN,Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3,393,92823,29,27,18,17
,,,,,,,,
70,NFM_HUMAN,Neurofilament medium polypeptide OS=Homo sapiens GN=NEFM PE=1 SV=3,393,102468,15,15,10,10
,,,,,,,,
71,4F2_HUMAN,4F2 cell-surface antigen heavy chain OS=Homo sapiens GN=SLC3A2 PE=1 SV=3,387,68180,14,14,11,11
,,,,,,,,
72,SMC4_HUMAN,Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2,386,147775,16,16,14,14
,,,,,,,,
73,IRS4_HUMAN,Insulin receptor substrate 4 OS=Homo sapiens GN=IRS4 PE=1 SV=1,376,134711,17,16,17,16
,,,,,,,,
74,PSA_HUMAN,Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2,375,103895,17,17,12,12
,,,,,,,,
75,HS90A_HUMAN,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,373,85006,10,10,9,9
,,,,,,,,
76,CND1_HUMAN,Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3,367,158508,15,15,12,12
,,,,,,,,
77,SPTB2_HUMAN,"Spectrin beta chain, brain 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2",365,275237,19,18,18,17
,,,,,,,,
78,MSH2_HUMAN,DNA mismatch repair protein Msh2 OS=Homo sapiens GN=MSH2 PE=1 SV=1,358,105418,17,17,16,16
,,,,,,,,
79,ELP1_HUMAN,Elongator complex protein 1 OS=Homo sapiens GN=IKBKAP PE=1 SV=3,356,151813,17,16,15,15
,,,,,,,,
80,MCM3_HUMAN,DNA replication licensing factor MCM3 OS=Homo sapiens GN=MCM3 PE=1 SV=3,343,91551,18,17,14,14
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
83,IPO7_HUMAN,Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1,340,120751,11,11,8,8
,,,,,,,,
84,CTNA1_HUMAN,Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1,340,100693,16,14,13,12
,,,,,,,,
85,SFPQ_HUMAN,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2",337,76216,18,18,14,14
,,,,,,,,
86,UBIQ_HUMAN,Ubiquitin OS=Homo sapiens GN=RPS27A PE=1 SV=1,336,8560,16,15,3,3
,,,,,,,,
87,FLNB_HUMAN,Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=1,334,280188,17,16,15,15
,,,,,,,,
88,SP16H_HUMAN,FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1,325,120409,12,12,9,9
,,,,,,,,
,,,,,,,,
,,,,,,,,
90,HYOU1_HUMAN,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=1 SV=1,310,111494,15,15,10,10
,,,,,,,,
91,ESYT1_HUMAN,Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1,307,123293,11,11,11,11
,,,,,,,,
92,XPO1_HUMAN,Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1,306,124447,17,16,13,12
,,,,,,,,
93,C1TM_HUMAN,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1",303,106636,14,14,11,11
,,,,,,,,
94,SMRC2_HUMAN,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1,300,133196,11,11,8,8
,,,,,,,,
95,LONM_HUMAN,"Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=2",300,106936,13,13,12,12
,,,,,,,,
96,VIGLN_HUMAN,Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2,300,141995,12,12,11,11
,,,,,,,,
97,K0664_HUMAN,Protein KIAA0664 OS=Homo sapiens GN=KIAA0664 PE=1 SV=2,299,148003,16,16,13,13
,,,,,,,,
98,GDE_HUMAN,Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3,298,176819,15,15,14,14
,,,,,,,,
99,KIF5C_HUMAN,Kinesin heavy chain isoform 5C OS=Homo sapiens GN=KIF5C PE=1 SV=1,295,109997,10,10,8,8
,,,,,,,,
100,STAG2_HUMAN,Cohesin subunit SA-2 OS=Homo sapiens GN=STAG2 PE=1 SV=3,292,142433,11,11,11,11
,,,,,,,,
101,XPO5_HUMAN,Exportin-5 OS=Homo sapiens GN=XPO5 PE=1 SV=1,290,138332,12,12,10,10
,,,,,,,,
102,HXK2_HUMAN,Hexokinase-2 OS=Homo sapiens GN=HK2 PE=1 SV=2,289,103739,11,11,10,10
,,,,,,,,
,,,,,,,,
,,,,,,,,
104,SND1_HUMAN,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens GN=SND1 PE=1 SV=1,286,102618,16,16,14,14
,,,,,,,,
105,PELP1_HUMAN,"Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2",282,120879,9,8,6,6
,,,,,,,,
106,ANFY1_HUMAN,Ankyrin repeat and FYVE domain-containing protein 1 OS=Homo sapiens GN=ANKFY1 PE=1 SV=2,276,129915,13,13,11,11
,,,,,,,,
107,BRE1A_HUMAN,E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens GN=RNF20 PE=1 SV=2,275,114220,8,8,7,7
,,,,,,,,
108,CYFP2_HUMAN,Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens GN=CYFIP2 PE=1 SV=2,273,150298,11,11,9,9
,,,,,,,,
109,IPO11_HUMAN,Importin-11 OS=Homo sapiens GN=IPO11 PE=1 SV=1,271,113489,8,8,5,5
,,,,,,,,
110,DSG2_HUMAN,Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2,271,123016,11,11,9,9
,,,,,,,,
111,SPT5H_HUMAN,Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1,267,121324,11,11,8,8
,,,,,,,,
112,EMAL4_HUMAN,Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=1 SV=2,266,109919,12,12,9,9
,,,,,,,,
