Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,HSP7C_HUMAN,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,5634,71082,227,221,32,32
,,,,,,,,
2,HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5,5008,70294,225,220,25,24
,,,,,,,,
3,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,3715,59043,233,223,26,26
,,,,,,,,
4,GRP75_HUMAN,"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2",3115,73920,186,166,19,19
,,,,,,,,
5,HSP72_HUMAN,Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1,2974,70263,110,110,12,12
,,,,,,,,
6,HS71L_HUMAN,Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2,2799,70730,97,96,10,9
,,,,,,,,
7,ANM5_HUMAN,Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4,1941,73322,133,122,21,21
,,,,,,,,
8,GRP78_HUMAN,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,1662,72402,60,57,29,29
,,,,,,,,
9,LMNB1_HUMAN,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2,1302,66653,52,49,29,28
,,,,,,,,
,,,,,,,,
,,,,,,,,
11,HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,896,83554,40,39,22,21
,,,,,,,,
12,HS90A_HUMAN,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,796,85006,32,30,18,17
,,,,,,,,
,,,,,,,,
,,,,,,,,
14,GLU2B_HUMAN,Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2,597,60357,28,26,14,14
,,,,,,,,
15,FUBP2_HUMAN,Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=3,569,73443,24,23,17,17
,,,,,,,,
,,,,,,,,
,,,,,,,,
17,TRAP1_HUMAN,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3",533,80345,16,16,10,10
,,,,,,,,
18,MCM7_HUMAN,DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4,521,81884,22,22,17,17
,,,,,,,,
19,FUBP1_HUMAN,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3,518,67690,18,16,12,12
,,,,,,,,
