Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,8658,83554,348,344,46,46
,,,,,,,,
2,HS90A_HUMAN,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,8177,85006,329,327,40,40
,,,,,,,,
3,TERA_HUMAN,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,3239,89950,161,157,29,29
,,,,,,,,
4,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,1642,59043,73,73,21,21
,,,,,,,,
5,EF2_HUMAN,Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4,1217,96246,61,59,29,29
,,,,,,,,
6,ACTN4_HUMAN,Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2,1024,105245,43,43,25,25
,,,,,,,,
7,CALX_HUMAN,Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2,833,67982,41,41,16,16
,,,,,,,,
,,,,,,,,
,,,,,,,,
9,GANAB_HUMAN,Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3,762,107263,33,31,23,22
,,,,,,,,
10,IMB1_HUMAN,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2,715,98420,29,28,17,17
,,,,,,,,
11,ENPL_HUMAN,Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,679,92696,34,32,24,23
,,,,,,,,
12,SYQ_HUMAN,Glutaminyl-tRNA synthetase OS=Homo sapiens GN=QARS PE=1 SV=1,639,88655,29,29,23,23
,,,,,,,,
13,NUP93_HUMAN,Nuclear pore complex protein Nup93 OS=Homo sapiens GN=NUP93 PE=1 SV=2,633,93943,33,33,26,26
,,,,,,,,
14,MCM7_HUMAN,DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4,612,81884,30,30,18,18
,,,,,,,,
15,FUBP2_HUMAN,Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=3,608,73443,22,22,18,18
,,,,,,,,
16,ACTN1_HUMAN,Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2,594,103563,29,29,18,18
,,,,,,,,
17,KU86_HUMAN,ATP-dependent DNA helicase 2 subunit 2 OS=Homo sapiens GN=XRCC5 PE=1 SV=3,570,83222,25,24,17,16
,,,,,,,,
18,AL1L2_HUMAN,Probable 10-formyltetrahydrofolate dehydrogenase ALDH1L2 OS=Homo sapiens GN=ALDH1L2 PE=1 SV=2,558,102365,24,24,16,16
,,,,,,,,
19,PSMD2_HUMAN,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3,553,100877,28,28,18,18
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
23,MCM5_HUMAN,DNA replication licensing factor MCM5 OS=Homo sapiens GN=MCM5 PE=1 SV=5,528,83031,30,30,24,24
,,,,,,,,
24,TFR1_HUMAN,Transferrin receptor protein 1 OS=Homo sapiens GN=TFRC PE=1 SV=2,526,85274,23,23,19,19
,,,,,,,,
25,DDX21_HUMAN,Nucleolar RNA helicase 2 OS=Homo sapiens GN=DDX21 PE=1 SV=5,514,87804,20,20,14,14
,,,,,,,,
26,TNPO1_HUMAN,Transportin-1 OS=Homo sapiens GN=TNPO1 PE=1 SV=2,504,103771,23,22,13,13
,,,,,,,,
27,COPB2_HUMAN,Coatomer subunit beta~ OS=Homo sapiens GN=COPB2 PE=1 SV=2,498,103278,26,25,19,19
,,,,,,,,
28,P5CS_HUMAN,Delta-1-pyrroline-5-carboxylate synthetase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2,496,87989,26,26,16,16
,,,,,,,,
,,,,,,,,
,,,,,,,,
30,PDC6I_HUMAN,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1,488,96590,19,19,16,16
,,,,,,,,
31,UN45A_HUMAN,Protein unc-45 homolog A OS=Homo sapiens GN=UNC45A PE=1 SV=1,472,104266,23,22,19,18
,,,,,,,,
32,MCM4_HUMAN,DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5,465,97068,19,19,13,13
,,,,,,,,
33,EZRI_HUMAN,Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4,455,69484,28,27,20,20
,,,,,,,,
34,IF4B_HUMAN,Eukaryotic translation initiation factor 4B OS=Homo sapiens GN=EIF4B PE=1 SV=2,450,69167,24,24,10,10
,,,,,,,,
,,,,,,,,
,,,,,,,,
36,LETM1_HUMAN,"LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Homo sapiens GN=LETM1 PE=1 SV=1",423,83986,18,17,13,12
,,,,,,,,
,,,,,,,,
,,,,,,,,
38,MCM6_HUMAN,DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1,421,93801,13,13,10,10
,,,,,,,,
