Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
7,HORN_HUMAN,Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2,1577,283140,43,43,18,18
,,,,,,,,
,,,,,,,,
,,,,,,,,
9,MCM2_HUMAN,DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4,1340,102516,52,50,27,27
,,,,,,,,
10,LPPRC_HUMAN,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3",1260,159003,51,50,40,40
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
13,HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,1028,83554,66,63,15,14
,,,,,,,,
14,KIF11_HUMAN,Kinesin-like protein KIF11 OS=Homo sapiens GN=KIF11 PE=1 SV=2,1023,120111,39,38,27,26
,,,,,,,,
15,HS90A_HUMAN,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,975,85006,60,58,12,12
,,,,,,,,
16,ACLY_HUMAN,ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3,955,121674,45,45,30,30
,,,,,,,,
17,EIF3C_HUMAN,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1,951,105962,40,40,27,27
,,,,,,,,
,,,,,,,,
,,,,,,,,
19,FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,880,283301,31,31,28,28
,,,,,,,,
20,KINH_HUMAN,Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1,853,110358,26,26,21,21
,,,,,,,,
21,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,834,114135,25,25,20,20
,,,,,,,,
22,SYVC_HUMAN,Valyl-tRNA synthetase OS=Homo sapiens GN=VARS PE=1 SV=4,787,141642,29,29,20,20
,,,,,,,,
23,DESP_HUMAN,Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3,784,334021,37,35,33,31
,,,,,,,,
24,RPB2_HUMAN,DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1,748,135236,32,32,24,24
,,,,,,,,
25,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,730,59043,24,24,14,14
,,,,,,,,
26,SF3B3_HUMAN,Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4,698,136575,24,24,16,16
,,,,,,,,
27,SMC3_HUMAN,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2,665,141853,21,20,18,18
,,,,,,,,
