Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,3117,283301,126,122,63,62
,,,,,,,,
2,FAS_HUMAN,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,3011,275877,125,122,59,57
,,,,,,,,
3,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1,1741,166867,112,110,62,62
,,,,,,,,
,,,,,,,,
,,,,,,,,
5,COPA_HUMAN,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2,1155,139797,55,54,31,31
,,,,,,,,
6,RBP2_HUMAN,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,1149,362365,48,48,39,39
,,,,,,,,
,,,,,,,,
,,,,,,,,
8,FLNB_HUMAN,Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=1,1067,280188,46,44,36,36
,,,,,,,,
9,TLN1_HUMAN,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,1010,271766,41,40,35,35
,,,,,,,,
10,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,976,114135,36,36,19,19
,,,,,,,,
11,HUWE1_HUMAN,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,964,485523,43,41,37,35
,,,,,,,,
12,PRKDC_HUMAN,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3,926,473749,41,40,34,33
,,,,,,,,
,,,,,,,,
,,,,,,,,
14,SYEP_HUMAN,Bifunctional aminoacyl-tRNA synthetase OS=Homo sapiens GN=EPRS PE=1 SV=5,902,172080,35,34,29,29
,,,,,,,,
,,,,,,,,
