Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,10339,59043,631,616,31,31
,,,,,,,,
2,ANM5_HUMAN,Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4,4962,73322,297,292,27,27
,,,,,,,,
3,HSP7C_HUMAN,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,4630,71082,196,195,31,31
,,,,,,,,
4,HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5,3752,70294,169,165,25,25
,,,,,,,,
5,HS71L_HUMAN,Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2,2306,70730,92,92,9,9
,,,,,,,,
,,,,,,,,
,,,,,,,,
7,LMNB1_HUMAN,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2,1666,66653,62,61,33,33
,,,,,,,,
8,GRP78_HUMAN,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,1657,72402,57,55,27,27
,,,,,,,,
9,GRP75_HUMAN,"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2",1574,73920,70,60,20,20
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
14,LMNB2_HUMAN,Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=3,831,67762,40,38,28,26
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
17,KU70_HUMAN,ATP-dependent DNA helicase 2 subunit 1 OS=Homo sapiens GN=XRCC6 PE=1 SV=2,711,70084,30,30,20,20
,,,,,,,,
,,,,,,,,
,,,,,,,,
19,AIFM1_HUMAN,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1",619,67144,25,25,16,16
,,,,,,,,
20,PSMD3_HUMAN,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2,615,61054,28,28,22,22
,,,,,,,,
21,LMNA_HUMAN,Lamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1,608,74380,21,21,14,14
,,,,,,,,
