Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
5,KIF11_HUMAN,Kinesin-like protein KIF11 OS=Homo sapiens GN=KIF11 PE=1 SV=2,1095,120111,49,49,32,32
,,,,,,,,
6,EIF3C_HUMAN,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1,1011,105962,56,55,27,27
,,,,,,,,
7,MCM2_HUMAN,DNA replication licensing factor MCM2 OS=Homo sapiens GN=MCM2 PE=1 SV=4,946,102516,46,43,25,25
,,,,,,,,
8,LPPRC_HUMAN,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3",918,159003,43,43,30,30
,,,,,,,,
,,,,,,,,
,,,,,,,,
10,SMC3_HUMAN,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2,690,141853,22,22,16,16
,,,,,,,,
11,FAS_HUMAN,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,627,275877,31,30,24,24
,,,,,,,,
,,,,,,,,
,,,,,,,,
13,SYVC_HUMAN,Valyl-tRNA synthetase OS=Homo sapiens GN=VARS PE=1 SV=4,613,141642,26,26,19,19
,,,,,,,,
14,HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,610,83554,27,26,11,10
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
18,HS90A_HUMAN,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,541,85006,19,19,5,5
,,,,,,,,
19,RPB2_HUMAN,DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1,496,135236,20,19,15,15
,,,,,,,,
20,KINH_HUMAN,Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1,475,110358,17,17,14,14
,,,,,,,,
21,U5S1_HUMAN,116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 PE=1 SV=1,469,110336,18,18,12,12
,,,,,,,,
22,SMC2_HUMAN,Structural maintenance of chromosomes protein 2 OS=Homo sapiens GN=SMC2 PE=1 SV=2,464,136085,27,26,22,22
,,,,,,,,
23,BRE1B_HUMAN,E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens GN=RNF40 PE=1 SV=3,463,114350,22,21,19,18
,,,,,,,,
24,ACLY_HUMAN,ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3,435,121674,27,26,17,16
,,,,,,,,
25,HORN_HUMAN,Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2,426,283140,14,14,8,8
,,,,,,,,
26,DDB1_HUMAN,DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1,409,128142,17,17,16,16
,,,,,,,,
