Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,4470,59043,278,269,29,29
,,,,,,,,
2,FAS_HUMAN,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,4144,275877,194,190,69,68
,,,,,,,,
3,FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,3328,283301,130,129,71,71
,,,,,,,,
4,DYHC1_HUMAN,Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5,1836,534809,97,94,76,76
,,,,,,,,
5,TLN1_HUMAN,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,1596,271766,55,54,43,42
,,,,,,,,
6,PRKDC_HUMAN,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3,1552,473749,76,75,59,58
,,,,,,,,
7,FLNB_HUMAN,Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=1,1514,280188,70,68,52,51
,,,,,,,,
8,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1,1486,166867,98,97,58,57
,,,,,,,,
9,HUWE1_HUMAN,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,1470,485523,62,61,53,52
,,,,,,,,
10,TPR_HUMAN,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3,1174,267530,53,50,42,40
,,,,,,,,
11,RBP2_HUMAN,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,1092,362365,42,42,36,36
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
14,SYEP_HUMAN,Bifunctional aminoacyl-tRNA synthetase OS=Homo sapiens GN=EPRS PE=1 SV=5,917,172080,35,35,28,28
,,,,,,,,
15,U520_HUMAN,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,872,246006,48,47,32,31
,,,,,,,,
16,GCN1L_HUMAN,Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=5,865,294953,44,43,33,33
,,,,,,,,
,,,,,,,,
,,,,,,,,
18,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,818,114135,27,26,20,19
,,,,,,,,
19,SPTA2_HUMAN,"Spectrin alpha chain, brain OS=Homo sapiens GN=SPTAN1 PE=1 SV=3",815,285163,35,33,30,28
,,,,,,,,
20,PLEC1_HUMAN,Plectin-1 OS=Homo sapiens GN=PLEC1 PE=1 SV=3,807,533462,41,41,36,36
,,,,,,,,
21,PRP8_HUMAN,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2,783,274738,49,46,42,41
,,,,,,,,
22,PYR1_HUMAN,CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3,772,245167,45,43,37,35
,,,,,,,,
23,SPT6H_HUMAN,Transcription elongation factor SPT6 OS=Homo sapiens GN=SUPT6H PE=1 SV=2,751,200203,38,37,31,31
,,,,,,,,
24,USP9X_HUMAN,Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=2,688,292720,28,27,20,20
,,,,,,,,
25,IQGA1_HUMAN,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,649,189761,28,28,23,23
,,,,,,,,
26,AT2B1_HUMAN,Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1 PE=1 SV=3,632,139637,21,19,14,14
,,,,,,,,
27,MPRI_HUMAN,Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=2,628,281056,29,29,21,21
,,,,,,,,
28,DOCK7_HUMAN,Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7 PE=1 SV=4,624,244289,29,28,23,22
,,,,,,,,
29,LRBA_HUMAN,Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens GN=LRBA PE=1 SV=4,619,321586,23,23,17,17
,,,,,,,,
30,JIP4_HUMAN,C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4,571,146913,30,29,23,23
,,,,,,,,
31,SPTB2_HUMAN,"Spectrin beta chain, brain 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2",562,275237,30,29,23,23
,,,,,,,,
