Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,3976,59043,263,255,27,27
,,,,,,,,
2,FAS_HUMAN,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,3532,275877,149,143,63,63
,,,,,,,,
3,FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,3498,283301,149,147,71,71
,,,,,,,,
4,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1,2042,166867,130,128,65,65
,,,,,,,,
5,FLNB_HUMAN,Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=1,1453,280188,67,64,51,50
,,,,,,,,
6,TLN1_HUMAN,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,1307,271766,50,48,35,33
,,,,,,,,
7,CLH1_HUMAN,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5,1284,193260,51,50,34,33
,,,,,,,,
8,SYEP_HUMAN,Bifunctional aminoacyl-tRNA synthetase OS=Homo sapiens GN=EPRS PE=1 SV=5,1165,172080,48,48,34,34
,,,,,,,,
9,TPR_HUMAN,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3,1097,267530,49,49,35,35
,,,,,,,,
10,RBP2_HUMAN,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,1084,362365,40,39,32,32
,,,,,,,,
11,COPA_HUMAN,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2,998,139797,44,44,30,30
,,,,,,,,
12,SMC1A_HUMAN,Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2,972,143771,49,47,39,37
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
16,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,763,114135,28,28,19,19
,,,,,,,,
17,PRP8_HUMAN,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2,762,274738,38,37,32,31
,,,,,,,,
18,SF3B1_HUMAN,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,725,146479,35,31,26,22
,,,,,,,,
19,PRKDC_HUMAN,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3,722,473749,31,31,27,27
,,,,,,,,
20,SF3B3_HUMAN,Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4,657,136575,22,22,13,13
,,,,,,,,
21,DYHC1_HUMAN,Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5,641,534809,37,36,27,27
,,,,,,,,
22,U520_HUMAN,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,634,246006,30,29,26,25
,,,,,,,,
23,MPRI_HUMAN,Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=2,625,281056,29,27,23,22
,,,,,,,,
24,DCTN1_HUMAN,Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3,620,142348,24,21,19,17
,,,,,,,,
25,IF4G1_HUMAN,Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=3,605,176168,32,31,23,22
,,,,,,,,
26,ROCK1_HUMAN,Rho-associated protein kinase 1 OS=Homo sapiens GN=ROCK1 PE=1 SV=1,596,159102,31,30,26,26
,,,,,,,,
27,JIP4_HUMAN,C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4,592,146913,27,27,21,21
,,,,,,,,
28,SPTA2_HUMAN,"Spectrin alpha chain, brain OS=Homo sapiens GN=SPTAN1 PE=1 SV=3",585,285163,23,23,22,22
,,,,,,,,
29,GCN1L_HUMAN,Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=5,557,294953,27,27,24,24
,,,,,,,,
30,FLNC_HUMAN,Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3,529,293407,17,17,13,13
,,,,,,,,
,,,,,,,,
,,,,,,,,
32,HUWE1_HUMAN,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,507,485523,24,24,22,22
,,,,,,,,
33,PLEC1_HUMAN,Plectin-1 OS=Homo sapiens GN=PLEC1 PE=1 SV=3,497,533462,25,25,22,22
,,,,,,,,
34,NU205_HUMAN,Nuclear pore complex protein Nup205 OS=Homo sapiens GN=NUP205 PE=1 SV=2,484,230170,21,21,18,18
,,,,,,,,
35,IQGA1_HUMAN,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,484,189761,23,23,21,21
,,,,,,,,
,,,,,,,,
,,,,,,,,
37,DOCK7_HUMAN,Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7 PE=1 SV=4,452,244289,20,20,17,17
,,,,,,,,
38,PERQ2_HUMAN,PERQ amino acid-rich with GYF domain-containing protein 2 OS=Homo sapiens GN=GIGYF2 PE=1 SV=1,447,150320,14,14,11,11
,,,,,,,,
39,PYR1_HUMAN,CAD protein OS=Homo sapiens GN=CAD PE=1 SV=3,434,245167,29,28,23,23
,,,,,,,,
40,SMC3_HUMAN,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2,410,141853,16,16,12,12
,,,,,,,,
41,SPT6H_HUMAN,Transcription elongation factor SPT6 OS=Homo sapiens GN=SUPT6H PE=1 SV=2,399,200203,22,21,16,16
,,,,,,,,
,,,,,,,,
,,,,,,,,
43,SPTB2_HUMAN,"Spectrin beta chain, brain 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2",391,275237,19,18,17,16
,,,,,,,,
44,ACACA_HUMAN,Acetyl-CoA carboxylase 1 OS=Homo sapiens GN=ACACA PE=1 SV=2,389,267095,20,19,19,18
,,,,,,,,
,,,,,,,,
,,,,,,,,
46,K0664_HUMAN,Protein KIAA0664 OS=Homo sapiens GN=KIAA0664 PE=1 SV=2,375,148003,18,17,16,15
,,,,,,,,
47,AT2B4_HUMAN,Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens GN=ATP2B4 PE=1 SV=2,374,139030,9,9,7,7
,,,,,,,,
48,IRS4_HUMAN,Insulin receptor substrate 4 OS=Homo sapiens GN=IRS4 PE=1 SV=1,373,134711,12,12,11,11
,,,,,,,,
49,TB182_HUMAN,182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=3,362,182697,17,16,12,12
,,,,,,,,
50,GEMI5_HUMAN,Gem-associated protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=2,356,170793,19,19,16,16
,,,,,,,,
51,CND1_HUMAN,Condensin complex subunit 1 OS=Homo sapiens GN=NCAPD2 PE=1 SV=3,355,158508,16,16,10,10
,,,,,,,,
52,USP9X_HUMAN,Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X PE=1 SV=2,353,292720,14,14,13,13
,,,,,,,,
53,RBGPR_HUMAN,Rab3 GTPase-activating protein non-catalytic subunit OS=Homo sapiens GN=RAB3GAP2 PE=1 SV=1,338,157482,16,16,11,11
,,,,,,,,
,,,,,,,,
,,,,,,,,
55,ROCK2_HUMAN,Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4,330,161939,16,16,16,16
,,,,,,,,
56,TLN2_HUMAN,Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4,325,273781,10,10,6,6
,,,,,,,,
57,HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,325,83554,11,11,9,9
,,,,,,,,
58,SMC4_HUMAN,Structural maintenance of chromosomes protein 4 OS=Homo sapiens GN=SMC4 PE=1 SV=2,325,147775,17,15,16,14
,,,,,,,,
59,TTC28_HUMAN,Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4,318,272653,11,10,10,9
,,,,,,,,
60,AT2B1_HUMAN,Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1 PE=1 SV=3,316,139637,12,11,9,9
,,,,,,,,
61,UBIQ_HUMAN,Ubiquitin OS=Homo sapiens GN=RPS27A PE=1 SV=1,311,8560,17,16,5,5
,,,,,,,,
62,MSH6_HUMAN,DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2,311,154514,14,13,14,13
,,,,,,,,
63,PELP1_HUMAN,"Proline-, glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2",309,120879,9,9,6,6
,,,,,,,,
64,DIAP1_HUMAN,Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1 PE=1 SV=2,307,141942,15,15,11,11
,,,,,,,,
65,LRBA_HUMAN,Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens GN=LRBA PE=1 SV=4,306,321586,11,11,10,10
,,,,,,,,
66,SYIC_HUMAN,"Isoleucyl-tRNA synthetase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2",302,145718,15,15,12,12
,,,,,,,,
67,PO210_HUMAN,Nuclear pore membrane glycoprotein 210 OS=Homo sapiens GN=NUP210 PE=1 SV=3,299,205895,11,11,9,9
,,,,,,,,
68,UBE2O_HUMAN,Ubiquitin-conjugating enzyme E2 O OS=Homo sapiens GN=UBE2O PE=1 SV=3,298,142631,13,13,11,11
,,,,,,,,
69,DESP_HUMAN,Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3,293,334021,13,13,12,12
,,,,,,,,
70,GDE_HUMAN,Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3,292,176819,16,15,14,14
,,,,,,,,
71,DPOLA_HUMAN,DNA polymerase alpha catalytic subunit OS=Homo sapiens GN=POLA1 PE=1 SV=2,291,167575,15,14,13,12
,,,,,,,,
72,SPT5H_HUMAN,Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H PE=1 SV=1,287,121324,9,9,9,9
,,,,,,,,
73,TCOF_HUMAN,Treacle protein OS=Homo sapiens GN=TCOF1 PE=1 SV=2,283,152241,8,8,7,7
,,,,,,,,
74,AT2A2_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1,282,116336,12,12,11,11
,,,,,,,,
75,RPB1_HUMAN,DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens GN=POLR2A PE=1 SV=2,277,218408,16,14,14,12
,,,,,,,,
76,HSP7C_HUMAN,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,275,71082,6,6,4,4
,,,,,,,,
77,CNOT1_HUMAN,CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 PE=1 SV=2,273,269106,15,15,10,10
,,,,,,,,
78,SLK_HUMAN,STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1,272,143234,11,9,9,8
,,,,,,,,
79,NFM_HUMAN,Neurofilament medium polypeptide OS=Homo sapiens GN=NEFM PE=1 SV=3,272,102468,10,8,5,5
,,,,,,,,
80,NASP_HUMAN,Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2,267,85471,12,12,10,10
,,,,,,,,
81,VIGLN_HUMAN,Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2,251,141995,11,11,9,9
,,,,,,,,
82,HECD1_HUMAN,E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=2,246,292379,10,10,10,10
,,,,,,,,
83,NU214_HUMAN,Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214 PE=1 SV=2,243,214230,10,8,7,5
,,,,,,,,
84,GAPD1_HUMAN,GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens GN=GAPVD1 PE=1 SV=2,240,166359,11,11,9,9
,,,,,,,,
85,FLII_HUMAN,Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2,224,146142,7,7,6,6
,,,,,,,,
86,DDX17_HUMAN,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=1,216,72953,8,8,5,5
,,,,,,,,
87,MAP4_HUMAN,Microtubule-associated protein 4 OS=Homo sapiens GN=MAP4 PE=1 SV=3,215,121443,9,9,8,8
,,,,,,,,
88,SMRC2_HUMAN,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1,213,133196,10,10,7,7
,,,,,,,,
