Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3,FAS_HUMAN,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,4479,275877,205,200,70,68
,,,,,,,,
4,FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,4333,283301,179,173,81,81
,,,,,,,,
,,,,,,,,
,,,,,,,,
6,CLH1_HUMAN,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5,2165,193260,89,87,44,44
,,,,,,,,
7,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1,2056,166867,127,124,67,66
,,,,,,,,
,,,,,,,,
,,,,,,,,
9,FLNB_HUMAN,Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=1,1831,280188,71,71,55,55
,,,,,,,,
10,TLN1_HUMAN,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,1760,271766,58,58,40,40
,,,,,,,,
11,COPA_HUMAN,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2,1451,139797,62,60,38,38
,,,,,,,,
12,SYEP_HUMAN,Bifunctional aminoacyl-tRNA synthetase OS=Homo sapiens GN=EPRS PE=1 SV=5,1408,172080,62,59,43,43
,,,,,,,,
13,TPR_HUMAN,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3,1335,267530,56,54,43,43
,,,,,,,,
14,RBP2_HUMAN,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,1296,362365,47,47,35,35
,,,,,,,,
15,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,1106,114135,36,36,21,21
,,,,,,,,
16,SMC1A_HUMAN,Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2,1062,143771,55,53,42,40
,,,,,,,,
17,PRP8_HUMAN,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2,1042,274738,60,60,46,46
,,,,,,,,
18,U520_HUMAN,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,1019,246006,46,44,34,33
,,,,,,,,
19,SF3B1_HUMAN,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,990,146479,44,42,34,33
,,,,,,,,
20,SMC3_HUMAN,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2,965,141853,31,29,24,23
,,,,,,,,
21,IF4G1_HUMAN,Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=3,929,176168,43,42,29,28
,,,,,,,,
22,DCTN1_HUMAN,Dynactin subunit 1 OS=Homo sapiens GN=DCTN1 PE=1 SV=3,871,142348,31,30,22,22
,,,,,,,,
