Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,9341,59043,541,526,29,29
,,,,,,,,
2,HSP7C_HUMAN,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,5348,71082,216,210,35,34
,,,,,,,,
3,HSP71_HUMAN,Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5,4338,70294,184,181,26,26
,,,,,,,,
4,ANM5_HUMAN,Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4,3446,73322,243,238,25,25
,,,,,,,,
5,HS71L_HUMAN,Heat shock 70 kDa protein 1-like OS=Homo sapiens GN=HSPA1L PE=1 SV=2,2876,70730,102,102,10,10
,,,,,,,,
6,HSP72_HUMAN,Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1,2758,70263,105,103,11,10
,,,,,,,,
7,GRP78_HUMAN,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,1971,72402,68,68,28,28
,,,,,,,,
8,GRP75_HUMAN,"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2",1715,73920,67,61,20,20
,,,,,,,,
9,LMNB1_HUMAN,Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=1 SV=2,1335,66653,53,51,32,31
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
13,HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,642,83554,27,26,18,17
,,,,,,,,
14,LMNB2_HUMAN,Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=3,567,67762,29,28,21,21
,,,,,,,,
15,MCM7_HUMAN,DNA replication licensing factor MCM7 OS=Homo sapiens GN=MCM7 PE=1 SV=4,565,81884,22,22,15,15
,,,,,,,,
16,HORN_HUMAN,Hornerin OS=Homo sapiens GN=HRNR PE=1 SV=2,553,283140,16,16,10,10
,,,,,,,,
17,PABP1_HUMAN,Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2,521,70854,20,19,15,15
,,,,,,,,
18,HS90A_HUMAN,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,499,85006,17,17,12,12
,,,,,,,,
,,,,,,,,
,,,,,,,,
20,MTA2_HUMAN,Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1,492,75717,22,21,14,14
,,,,,,,,
21,FUBP2_HUMAN,Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=3,479,73443,19,19,14,14
,,,,,,,,
22,TRAP1_HUMAN,"Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=1 SV=3",474,80345,12,12,9,9
,,,,,,,,
23,DDX3X_HUMAN,ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3,439,73597,17,17,13,13
,,,,,,,,
,,,,,,,,
,,,,,,,,
25,RPN1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1,426,68641,19,19,14,14
,,,,,,,,
26,DDX17_HUMAN,Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens GN=DDX17 PE=1 SV=1,422,72953,16,15,13,12
,,,,,,,,
27,PYRG1_HUMAN,CTP synthase 1 OS=Homo sapiens GN=CTPS PE=1 SV=2,418,67332,19,18,17,16
,,,,,,,,
28,GLU2B_HUMAN,Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2,411,60357,15,15,11,11
,,,,,,,,
29,NSF_HUMAN,Vesicle-fusing ATPase OS=Homo sapiens GN=NSF PE=1 SV=3,385,83055,15,14,11,10
,,,,,,,,
30,KU70_HUMAN,ATP-dependent DNA helicase 2 subunit 1 OS=Homo sapiens GN=XRCC6 PE=1 SV=2,384,70084,17,17,10,10
,,,,,,,,
31,SYG_HUMAN,Glycyl-tRNA synthetase OS=Homo sapiens GN=GARS PE=1 SV=2,381,83828,17,17,13,13
,,,,,,,,
32,LMNA_HUMAN,Lamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1,380,74380,14,14,10,10
,,,,,,,,
33,PSMD3_HUMAN,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2,374,61054,16,15,11,11
,,,,,,,,
34,AIFM1_HUMAN,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens GN=AIFM1 PE=1 SV=1",368,67144,17,16,12,11
,,,,,,,,
35,MOES_HUMAN,Moesin OS=Homo sapiens GN=MSN PE=1 SV=3,367,67892,19,17,15,14
,,,,,,,,
36,KLC2_HUMAN,Kinesin light chain 2 OS=Homo sapiens GN=KLC2 PE=1 SV=1,366,69291,17,16,13,12
,,,,,,,,
,,,,,,,,
,,,,,,,,
38,FUBP1_HUMAN,Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3,345,67690,11,11,10,10
,,,,,,,,
39,CKAP4_HUMAN,Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2,337,66097,11,11,10,10
,,,,,,,,
40,MARCS_HUMAN,Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens GN=MARCKS PE=1 SV=4,323,31707,10,10,7,7
,,,,,,,,
41,ACSL3_HUMAN,Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens GN=ACSL3 PE=1 SV=3,322,81338,15,14,10,9
,,,,,,,,
42,VATA_HUMAN,V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=1 SV=2,322,68660,12,12,8,8
,,,,,,,,
43,EZRI_HUMAN,Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4,312,69484,18,17,16,15
,,,,,,,,
,,,,,,,,
,,,,,,,,
45,SRP68_HUMAN,Signal recognition particle 68 kDa protein OS=Homo sapiens GN=SRP68 PE=1 SV=2,303,71199,12,11,10,10
,,,,,,,,
46,ECHA_HUMAN,"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2",297,83688,10,10,8,8
,,,,,,,,
47,RADI_HUMAN,Radixin OS=Homo sapiens GN=RDX PE=1 SV=1,295,68635,15,13,13,11
,,,,,,,,
48,SEPT9_HUMAN,Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2,293,65646,16,16,11,11
,,,,,,,,
49,CMC2_HUMAN,Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=1 SV=2,292,74528,10,10,10,10
,,,,,,,,
,,,,,,,,
,,,,,,,,
51,RIOK1_HUMAN,Serine/threonine-protein kinase RIO1 OS=Homo sapiens GN=RIOK1 PE=1 SV=2,289,65884,7,7,4,4
,,,,,,,,
52,SRP72_HUMAN,Signal recognition particle 72 kDa protein OS=Homo sapiens GN=SRP72 PE=1 SV=3,287,75130,11,11,8,8
,,,,,,,,
53,PDIA4_HUMAN,Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2,286,73229,15,13,13,11
,,,,,,,,
54,DHSA_HUMAN,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2",283,73672,11,11,9,9
,,,,,,,,
55,TERA_HUMAN,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,281,89950,9,9,8,8
,,,,,,,,
56,EIF3C_HUMAN,Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1,280,105962,14,13,11,11
,,,,,,,,
57,KU86_HUMAN,ATP-dependent DNA helicase 2 subunit 2 OS=Homo sapiens GN=XRCC5 PE=1 SV=3,270,83222,13,11,6,6
,,,,,,,,
58,CSTF3_HUMAN,Cleavage stimulation factor subunit 3 OS=Homo sapiens GN=CSTF3 PE=1 SV=1,268,83325,6,6,4,4
,,,,,,,,
59,PABP4_HUMAN,Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1,266,71080,11,11,9,9
,,,,,,,,
60,ANXA6_HUMAN,Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3,252,76168,12,12,10,10
,,,,,,,,
