Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
3,HS90B_HUMAN,Heat shock protein HSP 90-beta OS=Homo sapiens GN=HSP90AB1 PE=1 SV=4,10481,83554,418,410,56,56
,,,,,,,,
4,HS90A_HUMAN,Heat shock protein HSP 90-alpha OS=Homo sapiens GN=HSP90AA1 PE=1 SV=5,10179,85006,429,423,50,50
,,,,,,,,
,,,,,,,,
,,,,,,,,
6,TERA_HUMAN,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,3615,89950,123,121,46,45
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
13,DESP_HUMAN,Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3,1750,334021,83,79,62,59
,,,,,,,,
,,,,,,,,
,,,,,,,,
15,ACTN4_HUMAN,Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2,1656,105245,65,63,35,35
,,,,,,,,
16,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,1642,59043,56,55,24,24
,,,,,,,,
17,CALX_HUMAN,Calnexin OS=Homo sapiens GN=CANX PE=1 SV=2,1555,67982,67,61,21,20
,,,,,,,,
18,EF2_HUMAN,Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4,1515,96246,59,58,32,32
,,,,,,,,
19,ACLY_HUMAN,ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3,1454,121674,64,62,32,31
,,,,,,,,
20,ENPL_HUMAN,Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1,1385,92696,58,58,33,33
,,,,,,,,
21,IMB1_HUMAN,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2,1281,98420,39,39,24,24
,,,,,,,,
22,XPO2_HUMAN,Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3,1225,111145,43,43,27,27
,,,,,,,,
23,MCM4_HUMAN,DNA replication licensing factor MCM4 OS=Homo sapiens GN=MCM4 PE=1 SV=5,1193,97068,45,43,24,23
,,,,,,,,
24,TIF1B_HUMAN,Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5,1178,90261,46,46,25,25
,,,,,,,,
25,GANAB_HUMAN,Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3,1160,107263,58,57,31,31
,,,,,,,,
26,ACTN1_HUMAN,Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2,1155,103563,46,45,24,24
,,,,,,,,
27,MCM6_HUMAN,DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1,1119,93801,45,44,28,27
,,,,,,,,
