Protein hits,--------------------------------------------------------,,,,,,,
,,,,,,,,
prot_hit_num,prot_acc,prot_desc,prot_score,prot_mass,prot_matches,prot_matches_sig,prot_sequences,prot_sequences_sig
1,FTO_HUMAN,Protein fto OS=Homo sapiens GN=FTO PE=1 SV=3,3611,59043,219,212,26,26
,,,,,,,,
2,FAS_HUMAN,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,3105,275877,133,130,63,62
,,,,,,,,
3,FLNA_HUMAN,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,2915,283301,118,116,72,72
,,,,,,,,
4,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1,1546,166867,100,96,59,58
,,,,,,,,
5,DYHC1_HUMAN,Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5,1408,534809,74,70,62,59
,,,,,,,,
6,PRKDC_HUMAN,DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3,1375,473749,58,57,48,47
,,,,,,,,
7,FLNB_HUMAN,Filamin-B OS=Homo sapiens GN=FLNB PE=1 SV=1,1345,280188,60,58,44,43
,,,,,,,,
8,AT1A1_HUMAN,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 PE=1 SV=1,1313,114135,41,40,27,26
,,,,,,,,
9,RBP2_HUMAN,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,1298,362365,44,43,36,36
,,,,,,,,
10,CLH1_HUMAN,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5,1275,193260,56,55,33,33
,,,,,,,,
11,TLN1_HUMAN,Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3,1202,271766,45,44,34,34
,,,,,,,,
,,,,,,,,
,,,,,,,,
13,HUWE1_HUMAN,E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens GN=HUWE1 PE=1 SV=3,1116,485523,56,52,46,44
,,,,,,,,
14,TPR_HUMAN,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3,1102,267530,50,50,42,42
,,,,,,,,
15,SYEP_HUMAN,Bifunctional aminoacyl-tRNA synthetase OS=Homo sapiens GN=EPRS PE=1 SV=5,1043,172080,47,46,31,31
,,,,,,,,
16,SMC3_HUMAN,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2,920,141853,31,31,23,23
,,,,,,,,
17,SMC1A_HUMAN,Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2,891,143771,49,49,37,37
,,,,,,,,
18,COPA_HUMAN,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2,810,139797,40,40,30,30
,,,,,,,,
,,,,,,,,
,,,,,,,,
20,SF3B1_HUMAN,Splicing factor 3B subunit 1 OS=Homo sapiens GN=SF3B1 PE=1 SV=3,757,146479,36,36,27,27
,,,,,,,,
21,GCN1L_HUMAN,Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=5,731,294953,35,35,28,28
,,,,,,,,
22,GDE_HUMAN,Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3,723,176819,33,32,21,21
,,,,,,,,
23,AT2A2_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 PE=1 SV=1,668,116336,27,27,17,17
,,,,,,,,
24,ROCK1_HUMAN,Rho-associated protein kinase 1 OS=Homo sapiens GN=ROCK1 PE=1 SV=1,662,159102,37,35,28,27
,,,,,,,,
25,SPTA2_HUMAN,"Spectrin alpha chain, brain OS=Homo sapiens GN=SPTAN1 PE=1 SV=3",645,285163,27,25,25,23
,,,,,,,,
